v8-version,8,6,395,17,-node.25,0
code-creation,Builtin,3,27871,0x100b530e0,12,IntlGetCanonicalLocales
code-creation,Builtin,3,27881,0x100b53100,12,ListFormatConstructor
code-creation,Builtin,3,27890,0x100b53120,280,ListFormatPrototypeFormat
code-creation,Builtin,3,27901,0x100b53240,280,ListFormatPrototypeFormatToParts
code-creation,Builtin,3,27911,0x100b53360,12,ListFormatPrototypeResolvedOptions
code-creation,Builtin,3,27922,0x100b53380,12,ListFormatSupportedLocalesOf
code-creation,Builtin,3,27932,0x100b533a0,12,LocaleConstructor
code-creation,Builtin,3,27941,0x100b533c0,12,LocalePrototypeBaseName
code-creation,Builtin,3,27951,0x100b533e0,12,LocalePrototypeCalendar
code-creation,Builtin,3,27961,0x100b53400,12,LocalePrototypeCaseFirst
code-creation,Builtin,3,27971,0x100b53420,12,LocalePrototypeCollation
code-creation,Builtin,3,27990,0x100b53440,12,LocalePrototypeHourCycle
code-creation,Builtin,3,28004,0x100b53460,12,LocalePrototypeLanguage
code-creation,Builtin,3,28014,0x100b53480,12,LocalePrototypeMaximize
code-creation,Builtin,3,28024,0x100b534a0,12,LocalePrototypeMinimize
code-creation,Builtin,3,28034,0x100b534c0,12,LocalePrototypeNumeric
code-creation,Builtin,3,28044,0x100b534e0,12,LocalePrototypeNumberingSystem
code-creation,Builtin,3,28054,0x100b53500,12,LocalePrototypeRegion
code-creation,Builtin,3,28064,0x100b53520,12,LocalePrototypeScript
code-creation,Builtin,3,28074,0x100b53540,12,LocalePrototypeToString
code-creation,Builtin,3,28083,0x100b53560,12,NumberFormatConstructor
code-creation,Builtin,3,28093,0x100b53580,12,NumberFormatInternalFormatNumber
code-creation,Builtin,3,28103,0x100b535a0,12,NumberFormatPrototypeFormatNumber
code-creation,Builtin,3,28114,0x100b535c0,12,NumberFormatPrototypeFormatToParts
code-creation,Builtin,3,28125,0x100b535e0,12,NumberFormatPrototypeResolvedOptions
code-creation,Builtin,3,28136,0x100b53600,12,NumberFormatSupportedLocalesOf
code-creation,Builtin,3,28146,0x100b53620,12,PluralRulesConstructor
code-creation,Builtin,3,28156,0x100b53640,12,PluralRulesPrototypeResolvedOptions
code-creation,Builtin,3,28167,0x100b53660,12,PluralRulesPrototypeSelect
code-creation,Builtin,3,28177,0x100b53680,12,PluralRulesSupportedLocalesOf
code-creation,Builtin,3,28187,0x100b536a0,12,RelativeTimeFormatConstructor
code-creation,Builtin,3,28198,0x100b536c0,12,RelativeTimeFormatPrototypeFormat
code-creation,Builtin,3,28209,0x100b536e0,12,RelativeTimeFormatPrototypeFormatToParts
code-creation,Builtin,3,28232,0x100b53700,12,RelativeTimeFormatPrototypeResolvedOptions
code-creation,Builtin,3,28244,0x100b53720,12,RelativeTimeFormatSupportedLocalesOf
code-creation,Builtin,3,28255,0x100b53740,12,SegmenterConstructor
code-creation,Builtin,3,28265,0x100b53760,12,SegmenterPrototypeResolvedOptions
code-creation,Builtin,3,28275,0x100b53780,12,SegmenterPrototypeSegment
code-creation,Builtin,3,28286,0x100b537a0,12,SegmenterSupportedLocalesOf
code-creation,Builtin,3,28296,0x100b537c0,12,SegmentIteratorPrototypeNext
code-creation,Builtin,3,28306,0x100b537e0,12,SegmentsPrototypeContaining
code-creation,Builtin,3,28316,0x100b53800,12,SegmentsPrototypeIterator
code-creation,Builtin,3,28326,0x100b53820,12,StringPrototypeNormalizeIntl
code-creation,Builtin,3,28336,0x100b53840,12,StringPrototypeToLocaleLowerCase
code-creation,Builtin,3,28465,0x100b53860,12,StringPrototypeToLocaleUpperCase
code-creation,Builtin,3,28476,0x100b53880,265,StringPrototypeToLowerCaseIntl
code-creation,Builtin,3,28490,0x100b539a0,12,StringPrototypeToUpperCaseIntl
code-creation,Builtin,3,28501,0x100b539c0,682,StringToLowerCaseIntl
code-creation,Builtin,3,28510,0x100b53c80,12,V8BreakIteratorConstructor
code-creation,Builtin,3,28520,0x100b53ca0,12,V8BreakIteratorInternalAdoptText
code-creation,Builtin,3,28531,0x100b53cc0,12,V8BreakIteratorInternalBreakType
code-creation,Builtin,3,28542,0x100b53ce0,12,V8BreakIteratorInternalCurrent
code-creation,Builtin,3,28554,0x100b53d00,12,V8BreakIteratorInternalFirst
code-creation,Builtin,3,28564,0x100b53d20,12,V8BreakIteratorInternalNext
code-creation,Builtin,3,28574,0x100b53d40,12,V8BreakIteratorPrototypeAdoptText
code-creation,Builtin,3,28585,0x100b53d60,12,V8BreakIteratorPrototypeBreakType
code-creation,Builtin,3,28596,0x100b53d80,12,V8BreakIteratorPrototypeCurrent
code-creation,Builtin,3,28606,0x100b53da0,12,V8BreakIteratorPrototypeFirst
code-creation,Builtin,3,28616,0x100b53dc0,12,V8BreakIteratorPrototypeNext
code-creation,Builtin,3,28627,0x100b53de0,12,V8BreakIteratorPrototypeResolvedOptions
code-creation,Builtin,3,28638,0x100b53e00,12,V8BreakIteratorSupportedLocalesOf
code-creation,BytecodeHandler,1,28685,0x100b53e20,32,Wide
code-creation,BytecodeHandler,1,28695,0x100b53e60,32,ExtraWide
code-creation,BytecodeHandler,1,28705,0x100b53ea0,274,DebugBreakWide
code-creation,BytecodeHandler,1,28715,0x100b53fc0,274,DebugBreakExtraWide
code-creation,BytecodeHandler,1,28726,0x100b540e0,274,DebugBreak0
code-creation,BytecodeHandler,1,28735,0x100b54200,274,DebugBreak1
code-creation,BytecodeHandler,1,28745,0x100b54320,274,DebugBreak2
code-creation,BytecodeHandler,1,28754,0x100b54440,274,DebugBreak3
code-creation,BytecodeHandler,1,28764,0x100b54560,274,DebugBreak4
code-creation,BytecodeHandler,1,28773,0x100b54680,274,DebugBreak5
code-creation,BytecodeHandler,1,28783,0x100b547a0,274,DebugBreak6
code-creation,BytecodeHandler,1,28793,0x100b548c0,60,LdaZero
code-creation,BytecodeHandler,1,28802,0x100b54900,68,LdaSmi
code-creation,BytecodeHandler,1,28821,0x100b54960,64,LdaUndefined
code-creation,BytecodeHandler,1,28831,0x100b549c0,64,LdaNull
code-creation,BytecodeHandler,1,28841,0x100b54a20,64,LdaTheHole
code-creation,BytecodeHandler,1,28850,0x100b54a80,28,LdaTrue
code-creation,BytecodeHandler,1,28860,0x100b54aa0,28,LdaFalse
code-creation,BytecodeHandler,1,28869,0x100b54ac0,72,LdaConstant
code-creation,BytecodeHandler,1,28879,0x100b54b20,4512,LdaGlobal
code-creation,BytecodeHandler,1,28888,0x100b55ce0,3682,LdaGlobalInsideTypeof
code-creation,BytecodeHandler,1,28898,0x100b56b60,241,StaGlobal
code-creation,BytecodeHandler,1,28908,0x100b56c60,48,PushContext
code-creation,BytecodeHandler,1,28917,0x100b56ca0,44,PopContext
code-creation,BytecodeHandler,1,28927,0x100b56ce0,128,LdaContextSlot
code-creation,BytecodeHandler,1,28939,0x100b56d80,100,LdaImmutableContextSlot
code-creation,BytecodeHandler,1,28950,0x100b56e00,84,LdaCurrentContextSlot
code-creation,BytecodeHandler,1,28961,0x100b56e60,56,LdaImmutableCurrentContextSlot
code-creation,BytecodeHandler,1,28973,0x100b56ea0,176,StaContextSlot
code-creation,BytecodeHandler,1,28983,0x100b56f60,132,StaCurrentContextSlot
code-creation,BytecodeHandler,1,28994,0x100b57000,145,LdaLookupSlot
code-creation,BytecodeHandler,1,29007,0x100b570a0,297,LdaLookupContextSlot
code-creation,BytecodeHandler,1,29017,0x100b571e0,4002,LdaLookupGlobalSlot
code-creation,BytecodeHandler,1,29028,0x100b581a0,145,LdaLookupSlotInsideTypeof
code-creation,BytecodeHandler,1,29039,0x100b58240,297,LdaLookupContextSlotInsideTypeof
code-creation,BytecodeHandler,1,29051,0x100b58380,3952,LdaLookupGlobalSlotInsideTypeof
code-creation,BytecodeHandler,1,29064,0x100b59300,241,StaLookupSlot
code-creation,BytecodeHandler,1,29082,0x100b59400,40,Ldar
code-creation,BytecodeHandler,1,29092,0x100b59440,40,Star
code-creation,BytecodeHandler,1,29101,0x100b59480,48,Mov
code-creation,BytecodeHandler,1,29110,0x100b594c0,4066,LdaNamedProperty
code-creation,BytecodeHandler,1,29120,0x100b5a4c0,141,LdaNamedPropertyNoFeedback
code-creation,BytecodeHandler,1,29132,0x100b5a560,205,LdaKeyedProperty
code-creation,BytecodeHandler,1,29147,0x100b5a640,168,LdaModuleVariable
code-creation,BytecodeHandler,1,29157,0x100b5a700,337,StaModuleVariable
code-creation,BytecodeHandler,1,29167,0x100b5a860,193,StaNamedProperty
code-creation,BytecodeHandler,1,29178,0x100b5a940,157,StaNamedPropertyNoFeedback
code-creation,BytecodeHandler,1,29189,0x100b5a9e0,193,StaNamedOwnProperty
code-creation,BytecodeHandler,1,29200,0x100b5aac0,185,StaKeyedProperty
code-creation,BytecodeHandler,1,29209,0x100b5ab80,185,StaInArrayLiteral
code-creation,BytecodeHandler,1,29220,0x100b5ac40,217,StaDataPropertyInLiteral
code-creation,BytecodeHandler,1,29231,0x100b5ad20,181,CollectTypeProfile
code-creation,BytecodeHandler,1,29242,0x100b5ade0,1090,Add
code-creation,BytecodeHandler,1,29251,0x100b5b240,1134,Sub
code-creation,BytecodeHandler,1,29259,0x100b5b6c0,1060,Mul
code-creation,BytecodeHandler,1,29268,0x100b5bb00,1056,Div
code-creation,BytecodeHandler,1,29278,0x100b5bf40,933,Mod
code-creation,BytecodeHandler,1,29287,0x100b5c300,205,Exp
code-creation,BytecodeHandler,1,29296,0x100b5c3e0,952,BitwiseOr
code-creation,BytecodeHandler,1,29305,0x100b5c7a0,964,BitwiseXor
code-creation,BytecodeHandler,1,29315,0x100b5cb80,964,BitwiseAnd
code-creation,BytecodeHandler,1,29323,0x100b5cf60,976,ShiftLeft
code-creation,BytecodeHandler,1,29332,0x100b5d340,976,ShiftRight
code-creation,BytecodeHandler,1,29341,0x100b5d720,1118,ShiftRightLogical
code-creation,BytecodeHandler,1,29360,0x100b5db80,1030,AddSmi
code-creation,BytecodeHandler,1,29368,0x100b5dfa0,1070,SubSmi
code-creation,BytecodeHandler,1,29377,0x100b5e3e0,984,MulSmi
code-creation,BytecodeHandler,1,29385,0x100b5e7c0,992,DivSmi
code-creation,BytecodeHandler,1,29394,0x100b5ebc0,841,ModSmi
code-creation,BytecodeHandler,1,29402,0x100b5ef20,205,ExpSmi
code-creation,BytecodeHandler,1,29411,0x100b5f000,524,BitwiseOrSmi
code-creation,BytecodeHandler,1,29422,0x100b5f220,524,BitwiseXorSmi
code-creation,BytecodeHandler,1,29431,0x100b5f440,524,BitwiseAndSmi
code-creation,BytecodeHandler,1,29440,0x100b5f660,524,ShiftLeftSmi
code-creation,BytecodeHandler,1,29449,0x100b5f880,524,ShiftRightSmi
code-creation,BytecodeHandler,1,29459,0x100b5faa0,690,ShiftRightLogicalSmi
code-creation,BytecodeHandler,1,29469,0x100b5fd60,694,Inc
code-creation,BytecodeHandler,1,29479,0x100b60020,690,Dec
code-creation,BytecodeHandler,1,29488,0x100b602e0,694,Negate
code-creation,BytecodeHandler,1,29497,0x100b605a0,516,BitwiseNot
code-creation,BytecodeHandler,1,29505,0x100b607c0,116,ToBooleanLogicalNot
code-creation,BytecodeHandler,1,29515,0x100b60840,44,LogicalNot
code-creation,BytecodeHandler,1,29524,0x100b60880,200,TypeOf
code-creation,BytecodeHandler,1,29533,0x100b60960,141,DeletePropertyStrict
code-creation,BytecodeHandler,1,29543,0x100b60a00,133,DeletePropertySloppy
code-creation,BytecodeHandler,1,29553,0x100b60aa0,121,GetSuperConstructor
code-creation,BytecodeHandler,1,29563,0x100b60b20,564,CallAnyReceiver
code-creation,BytecodeHandler,1,29572,0x100b60d60,564,CallProperty
code-creation,BytecodeHandler,1,29606,0x100b60fa0,564,CallProperty0
code-creation,BytecodeHandler,1,29617,0x100b611e0,584,CallProperty1
code-creation,BytecodeHandler,1,29626,0x100b61440,596,CallProperty2
code-creation,BytecodeHandler,1,29636,0x100b616a0,568,CallUndefinedReceiver
code-creation,BytecodeHandler,1,29645,0x100b618e0,572,CallUndefinedReceiver0
code-creation,BytecodeHandler,1,29656,0x100b61b20,576,CallUndefinedReceiver1
code-creation,BytecodeHandler,1,29665,0x100b61d80,588,CallUndefinedReceiver2
code-creation,BytecodeHandler,1,29676,0x100b61fe0,68,CallNoFeedback
code-creation,BytecodeHandler,1,29685,0x100b62040,564,CallWithSpread
code-creation,BytecodeHandler,1,29703,0x100b62280,145,CallRuntime
code-creation,BytecodeHandler,1,29713,0x100b62320,181,CallRuntimeForPair
code-creation,BytecodeHandler,1,29722,0x100b623e0,88,CallJSRuntime
code-creation,BytecodeHandler,1,29731,0x100b62440,1878,InvokeIntrinsic
code-creation,BytecodeHandler,1,29740,0x100b62ba0,1082,Construct
code-creation,BytecodeHandler,1,29750,0x100b62fe0,517,ConstructWithSpread
code-creation,BytecodeHandler,1,29763,0x100b63200,2064,TestEqual
code-creation,BytecodeHandler,1,29772,0x100b63a20,1085,TestEqualStrict
code-creation,BytecodeHandler,1,29781,0x100b63e60,1944,TestLessThan
code-creation,BytecodeHandler,1,29791,0x100b64600,1944,TestGreaterThan
code-creation,BytecodeHandler,1,29801,0x100b64da0,1944,TestLessThanOrEqual
code-creation,BytecodeHandler,1,29811,0x100b65540,1944,TestGreaterThanOrEqual
code-creation,BytecodeHandler,1,29820,0x100b65ce0,56,TestReferenceEqual
code-creation,BytecodeHandler,1,29830,0x100b65d20,944,TestInstanceOf
code-creation,BytecodeHandler,1,29843,0x100b660e0,177,TestIn
code-creation,BytecodeHandler,1,29851,0x100b661a0,60,TestUndetectable
code-creation,BytecodeHandler,1,29861,0x100b661e0,44,TestNull
code-creation,BytecodeHandler,1,29870,0x100b66220,44,TestUndefined
code-creation,BytecodeHandler,1,29879,0x100b66260,344,TestTypeOf
code-creation,BytecodeHandler,1,29888,0x100b663c0,137,ToName
code-creation,BytecodeHandler,1,29897,0x100b66460,233,ToNumber
code-creation,BytecodeHandler,1,29905,0x100b66560,253,ToNumeric
code-creation,BytecodeHandler,1,29914,0x100b66660,137,ToObject
code-creation,BytecodeHandler,1,29923,0x100b66700,137,ToString
code-creation,BytecodeHandler,1,29932,0x100b667a0,394,CreateRegExpLiteral
code-creation,BytecodeHandler,1,29941,0x100b66940,1512,CreateArrayLiteral
code-creation,BytecodeHandler,1,29951,0x100b66f40,113,CreateArrayFromIterable
code-creation,BytecodeHandler,1,29961,0x100b66fc0,882,CreateEmptyArrayLiteral
code-creation,BytecodeHandler,1,29971,0x100b67340,2258,CreateObjectLiteral
code-creation,BytecodeHandler,1,29981,0x100b67c20,249,CreateEmptyObjectLiteral
code-creation,BytecodeHandler,1,30001,0x100b67d20,189,CloneObject
code-creation,BytecodeHandler,1,30010,0x100b67de0,177,GetTemplateObject
code-creation,BytecodeHandler,1,30020,0x100b67ea0,345,CreateClosure
code-creation,BytecodeHandler,1,30029,0x100b68000,141,CreateBlockContext
code-creation,BytecodeHandler,1,30038,0x100b680a0,153,CreateCatchContext
code-creation,BytecodeHandler,1,30048,0x100b68140,290,CreateFunctionContext
code-creation,BytecodeHandler,1,30057,0x100b68280,290,CreateEvalContext
code-creation,BytecodeHandler,1,30067,0x100b683c0,153,CreateWithContext
code-creation,BytecodeHandler,1,30076,0x100b68460,1816,CreateMappedArguments
code-creation,BytecodeHandler,1,30086,0x100b68b80,738,CreateUnmappedArguments
code-creation,BytecodeHandler,1,30096,0x100b68e80,710,CreateRestParameter
code-creation,BytecodeHandler,1,30105,0x100b69160,532,JumpLoop
code-creation,BytecodeHandler,1,30114,0x100b69380,52,Jump
code-creation,BytecodeHandler,1,30123,0x100b693c0,64,JumpConstant
code-creation,BytecodeHandler,1,30132,0x100b69420,84,JumpIfNullConstant
code-creation,BytecodeHandler,1,30142,0x100b69480,84,JumpIfNotNullConstant
code-creation,BytecodeHandler,1,30152,0x100b694e0,84,JumpIfUndefinedConstant
code-creation,BytecodeHandler,1,30162,0x100b69540,84,JumpIfNotUndefinedConstant
code-creation,BytecodeHandler,1,30172,0x100b695a0,92,JumpIfUndefinedOrNullConstant
code-creation,BytecodeHandler,1,30183,0x100b69600,84,JumpIfTrueConstant
code-creation,BytecodeHandler,1,30192,0x100b69660,84,JumpIfFalseConstant
code-creation,BytecodeHandler,1,30202,0x100b696c0,96,JumpIfJSReceiverConstant
code-creation,BytecodeHandler,1,30212,0x100b69740,156,JumpIfToBooleanTrueConstant
code-creation,BytecodeHandler,1,30223,0x100b697e0,156,JumpIfToBooleanFalseConstant
code-creation,BytecodeHandler,1,30236,0x100b69880,144,JumpIfToBooleanTrue
code-creation,BytecodeHandler,1,30246,0x100b69920,144,JumpIfToBooleanFalse
code-creation,BytecodeHandler,1,30257,0x100b699c0,72,JumpIfTrue
code-creation,BytecodeHandler,1,30266,0x100b69a20,72,JumpIfFalse
code-creation,BytecodeHandler,1,30276,0x100b69a80,72,JumpIfNull
code-creation,BytecodeHandler,1,30285,0x100b69ae0,72,JumpIfNotNull
code-creation,BytecodeHandler,1,30294,0x100b69b40,72,JumpIfUndefined
code-creation,BytecodeHandler,1,30304,0x100b69ba0,72,JumpIfNotUndefined
code-creation,BytecodeHandler,1,30313,0x100b69c00,80,JumpIfUndefinedOrNull
code-creation,BytecodeHandler,1,30323,0x100b69c60,84,JumpIfJSReceiver
code-creation,BytecodeHandler,1,30336,0x100b69cc0,116,SwitchOnSmiNoFeedback
code-creation,BytecodeHandler,1,30355,0x100b69d40,485,ForInEnumerate
code-creation,BytecodeHandler,1,30365,0x100b69f40,292,ForInPrepare
code-creation,BytecodeHandler,1,30374,0x100b6a080,68,ForInContinue
code-creation,BytecodeHandler,1,30384,0x100b6a0e0,277,ForInNext
code-creation,BytecodeHandler,1,30392,0x100b6a200,56,ForInStep
code-creation,BytecodeHandler,1,30401,0x100b6a240,44,SetPendingMessage
code-creation,BytecodeHandler,1,30411,0x100b6a280,137,Throw
code-creation,BytecodeHandler,1,30419,0x100b6a320,137,ReThrow
code-creation,BytecodeHandler,1,30428,0x100b6a3c0,133,Return
code-creation,BytecodeHandler,1,30437,0x100b6a460,177,ThrowReferenceErrorIfHole
code-creation,BytecodeHandler,1,30447,0x100b6a520,153,ThrowSuperNotCalledIfHole
code-creation,BytecodeHandler,1,30458,0x100b6a5c0,153,ThrowSuperAlreadyCalledIfNotHole
code-creation,BytecodeHandler,1,30469,0x100b6a660,128,SwitchOnGeneratorState
code-creation,BytecodeHandler,1,30478,0x100b6a700,585,SuspendGenerator
code-creation,BytecodeHandler,1,30488,0x100b6a960,136,ResumeGenerator
code-creation,BytecodeHandler,1,30497,0x100b6aa00,173,GetIterator
code-creation,BytecodeHandler,1,30506,0x100b6aac0,125,Debugger
code-creation,BytecodeHandler,1,30515,0x100b6ab40,145,IncBlockCounter
code-creation,BytecodeHandler,1,30524,0x100b6abe0,77,Abort
code-creation,BytecodeHandler,1,30533,0x100b6ac40,81,Illegal
code-creation,BytecodeHandler,1,30543,0x100b6aca0,282,DebugBreak1.Wide
code-creation,BytecodeHandler,1,30552,0x100b6adc0,282,DebugBreak2.Wide
code-creation,BytecodeHandler,1,30562,0x100b6aee0,282,DebugBreak3.Wide
code-creation,BytecodeHandler,1,30571,0x100b6b000,282,DebugBreak4.Wide
code-creation,BytecodeHandler,1,30580,0x100b6b120,282,DebugBreak5.Wide
code-creation,BytecodeHandler,1,30590,0x100b6b240,282,DebugBreak6.Wide
code-creation,BytecodeHandler,1,30599,0x100b6b360,40,LdaSmi.Wide
code-creation,BytecodeHandler,1,30608,0x100b6b3a0,40,LdaConstant.Wide
code-creation,BytecodeHandler,1,30618,0x100b6b3e0,3844,LdaGlobal.Wide
code-creation,BytecodeHandler,1,30630,0x100b6c300,3734,LdaGlobalInsideTypeof.Wide
code-creation,BytecodeHandler,1,30641,0x100b6d1a0,241,StaGlobal.Wide
code-creation,BytecodeHandler,1,30650,0x100b6d2a0,48,PushContext.Wide
code-creation,BytecodeHandler,1,30660,0x100b6d2e0,44,PopContext.Wide
code-creation,BytecodeHandler,1,30679,0x100b6d320,100,LdaContextSlot.Wide
code-creation,BytecodeHandler,1,30689,0x100b6d3a0,100,LdaImmutableContextSlot.Wide
code-creation,BytecodeHandler,1,30699,0x100b6d420,56,LdaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,30711,0x100b6d460,56,LdaImmutableCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,30723,0x100b6d4a0,176,StaContextSlot.Wide
code-creation,BytecodeHandler,1,30733,0x100b6d560,132,StaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,30743,0x100b6d600,149,LdaLookupSlot.Wide
code-creation,BytecodeHandler,1,30753,0x100b6d6a0,301,LdaLookupContextSlot.Wide
code-creation,BytecodeHandler,1,30763,0x100b6d7e0,4062,LdaLookupGlobalSlot.Wide
code-creation,BytecodeHandler,1,30773,0x100b6e7c0,149,LdaLookupSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,30785,0x100b6e860,301,LdaLookupContextSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,30796,0x100b6e9a0,4012,LdaLookupGlobalSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,30808,0x100b6f960,241,StaLookupSlot.Wide
code-creation,BytecodeHandler,1,30818,0x100b6fa60,40,Ldar.Wide
code-creation,BytecodeHandler,1,30827,0x100b6faa0,40,Star.Wide
code-creation,BytecodeHandler,1,30836,0x100b6fae0,48,Mov.Wide
code-creation,BytecodeHandler,1,30844,0x100b6fb20,4074,LdaNamedProperty.Wide
code-creation,BytecodeHandler,1,30855,0x100b70b20,145,LdaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,30866,0x100b70bc0,181,LdaKeyedProperty.Wide
code-creation,BytecodeHandler,1,30876,0x100b70c80,168,LdaModuleVariable.Wide
code-creation,BytecodeHandler,1,30886,0x100b70d40,341,StaModuleVariable.Wide
code-creation,BytecodeHandler,1,30896,0x100b70ea0,197,StaNamedProperty.Wide
code-creation,BytecodeHandler,1,30909,0x100b70f80,161,StaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,30920,0x100b71040,197,StaNamedOwnProperty.Wide
code-creation,BytecodeHandler,1,30930,0x100b71120,189,StaKeyedProperty.Wide
code-creation,BytecodeHandler,1,30940,0x100b711e0,189,StaInArrayLiteral.Wide
code-creation,BytecodeHandler,1,30950,0x100b712a0,221,StaDataPropertyInLiteral.Wide
code-creation,BytecodeHandler,1,30960,0x100b71380,185,CollectTypeProfile.Wide
code-creation,BytecodeHandler,1,30970,0x100b71440,1078,Add.Wide
code-creation,BytecodeHandler,1,30979,0x100b71880,1122,Sub.Wide
code-creation,BytecodeHandler,1,30988,0x100b71d00,1036,Mul.Wide
code-creation,BytecodeHandler,1,30997,0x100b72120,1056,Div.Wide
code-creation,BytecodeHandler,1,31005,0x100b72560,937,Mod.Wide
code-creation,BytecodeHandler,1,31014,0x100b72920,209,Exp.Wide
code-creation,BytecodeHandler,1,31023,0x100b72a00,976,BitwiseOr.Wide
code-creation,BytecodeHandler,1,31041,0x100b72de0,988,BitwiseXor.Wide
code-creation,BytecodeHandler,1,31052,0x100b731c0,988,BitwiseAnd.Wide
code-creation,BytecodeHandler,1,31061,0x100b735a0,1000,ShiftLeft.Wide
code-creation,BytecodeHandler,1,31071,0x100b739a0,1000,ShiftRight.Wide
code-creation,BytecodeHandler,1,31080,0x100b73da0,1138,ShiftRightLogical.Wide
code-creation,BytecodeHandler,1,31091,0x100b74220,1006,AddSmi.Wide
code-creation,BytecodeHandler,1,31100,0x100b74620,1050,SubSmi.Wide
code-creation,BytecodeHandler,1,31109,0x100b74a40,984,MulSmi.Wide
code-creation,BytecodeHandler,1,31118,0x100b74e20,988,DivSmi.Wide
code-creation,BytecodeHandler,1,31127,0x100b75200,841,ModSmi.Wide
code-creation,BytecodeHandler,1,31135,0x100b75560,205,ExpSmi.Wide
code-creation,BytecodeHandler,1,31144,0x100b75640,532,BitwiseOrSmi.Wide
code-creation,BytecodeHandler,1,31153,0x100b75860,532,BitwiseXorSmi.Wide
code-creation,BytecodeHandler,1,31163,0x100b75a80,532,BitwiseAndSmi.Wide
code-creation,BytecodeHandler,1,31172,0x100b75ca0,532,ShiftLeftSmi.Wide
code-creation,BytecodeHandler,1,31183,0x100b75ec0,532,ShiftRightSmi.Wide
code-creation,BytecodeHandler,1,31193,0x100b760e0,698,ShiftRightLogicalSmi.Wide
code-creation,BytecodeHandler,1,31204,0x100b763a0,670,Inc.Wide
code-creation,BytecodeHandler,1,31212,0x100b76640,670,Dec.Wide
code-creation,BytecodeHandler,1,31221,0x100b768e0,702,Negate.Wide
code-creation,BytecodeHandler,1,31230,0x100b76ba0,528,BitwiseNot.Wide
code-creation,BytecodeHandler,1,31240,0x100b76dc0,145,DeletePropertyStrict.Wide
code-creation,BytecodeHandler,1,31250,0x100b76e60,137,DeletePropertySloppy.Wide
code-creation,BytecodeHandler,1,31261,0x100b76f00,125,GetSuperConstructor.Wide
code-creation,BytecodeHandler,1,31271,0x100b76f80,568,CallAnyReceiver.Wide
code-creation,BytecodeHandler,1,31289,0x100b771c0,568,CallProperty.Wide
code-creation,BytecodeHandler,1,31298,0x100b77400,568,CallProperty0.Wide
code-creation,BytecodeHandler,1,31308,0x100b77640,588,CallProperty1.Wide
code-creation,BytecodeHandler,1,31317,0x100b778a0,600,CallProperty2.Wide
code-creation,BytecodeHandler,1,31327,0x100b77b00,568,CallUndefinedReceiver.Wide
code-creation,BytecodeHandler,1,31338,0x100b77d40,576,CallUndefinedReceiver0.Wide
code-creation,BytecodeHandler,1,31349,0x100b77fa0,576,CallUndefinedReceiver1.Wide
code-creation,BytecodeHandler,1,31360,0x100b78200,592,CallUndefinedReceiver2.Wide
code-creation,BytecodeHandler,1,31370,0x100b78460,72,CallNoFeedback.Wide
code-creation,BytecodeHandler,1,31380,0x100b784c0,568,CallWithSpread.Wide
code-creation,BytecodeHandler,1,31389,0x100b78700,149,CallRuntime.Wide
code-creation,BytecodeHandler,1,31399,0x100b787a0,193,CallRuntimeForPair.Wide
code-creation,BytecodeHandler,1,31409,0x100b78880,92,CallJSRuntime.Wide
code-creation,BytecodeHandler,1,31419,0x100b788e0,1882,InvokeIntrinsic.Wide
code-creation,BytecodeHandler,1,31428,0x100b79040,1058,Construct.Wide
code-creation,BytecodeHandler,1,31437,0x100b79480,493,ConstructWithSpread.Wide
code-creation,BytecodeHandler,1,31450,0x100b79680,2100,TestEqual.Wide
code-creation,BytecodeHandler,1,31459,0x100b79ec0,1093,TestEqualStrict.Wide
code-creation,BytecodeHandler,1,31473,0x100b7a320,1816,TestLessThan.Wide
code-creation,BytecodeHandler,1,31483,0x100b7aa40,1816,TestGreaterThan.Wide
code-creation,BytecodeHandler,1,31493,0x100b7b160,1816,TestLessThanOrEqual.Wide
code-creation,BytecodeHandler,1,31504,0x100b7b880,1816,TestGreaterThanOrEqual.Wide
code-creation,BytecodeHandler,1,31515,0x100b7bfa0,56,TestReferenceEqual.Wide
code-creation,BytecodeHandler,1,31534,0x100b7bfe0,952,TestInstanceOf.Wide
code-creation,BytecodeHandler,1,31543,0x100b7c3a0,181,TestIn.Wide
code-creation,BytecodeHandler,1,31552,0x100b7c460,141,ToName.Wide
code-creation,BytecodeHandler,1,31561,0x100b7c500,237,ToNumber.Wide
code-creation,BytecodeHandler,1,31570,0x100b7c600,257,ToNumeric.Wide
code-creation,BytecodeHandler,1,31579,0x100b7c720,141,ToObject.Wide
code-creation,BytecodeHandler,1,31588,0x100b7c7c0,398,CreateRegExpLiteral.Wide
code-creation,BytecodeHandler,1,31599,0x100b7c960,1540,CreateArrayLiteral.Wide
code-creation,BytecodeHandler,1,31609,0x100b7cf80,882,CreateEmptyArrayLiteral.Wide
code-creation,BytecodeHandler,1,31620,0x100b7d300,2278,CreateObjectLiteral.Wide
